# On-chain CTF Exchange OrderFilled (Polygon via Alchemy). price_per_share = usdc / shares for that fill.
# slug=sol-updown-5m-1774458000 title="Solana Up or Down - March 25, 1:00PM-1:05PM ET"
# window_unix=1774458270..1774458299 (30s before 5m end) blocks=84669118..84669132
# polygon_meta={"chainId":137,"headBlock":84671545,"headBlockTs":1774463125}
unix_seconds,iso_utc,block_number,tx_hash,log_index,outcome,side,shares,usdc,price_per_share
1774458277,2026-03-25T17:04:37.000Z,84669121,0x7620a638cd1c34563eaedf4d3c534e52078c85089a8764a918ebd5c2bf18d018,360,Down,buy,1.600000,0.400000,0.25000000
1774458277,2026-03-25T17:04:37.000Z,84669121,0x7620a638cd1c34563eaedf4d3c534e52078c85089a8764a918ebd5c2bf18d018,364,Up,buy,1.600000,1.200000,0.75000000
1774458277,2026-03-25T17:04:37.000Z,84669121,0x7e41c15dda5e63d33745c863771c207d4a4c64d5309f7d3a09e4663d8f2ef49f,623,Up,buy,7.000000,5.110000,0.73000000
1774458277,2026-03-25T17:04:37.000Z,84669121,0x7e41c15dda5e63d33745c863771c207d4a4c64d5309f7d3a09e4663d8f2ef49f,633,Up,buy,2.259258,1.649259,0.73000029
1774458277,2026-03-25T17:04:37.000Z,84669121,0x7e41c15dda5e63d33745c863771c207d4a4c64d5309f7d3a09e4663d8f2ef49f,637,Down,buy,9.259258,2.499999,0.26999993
1774458277,2026-03-25T17:04:37.000Z,84669121,0x08229804ade1932aa5b8d3043552c2051fc227eab4062b81a6099a210a9afda6,1284,Up,buy,11.740000,8.570200,0.73000000
1774458277,2026-03-25T17:04:37.000Z,84669121,0x08229804ade1932aa5b8d3043552c2051fc227eab4062b81a6099a210a9afda6,1294,Up,buy,0.260000,0.189800,0.73000000
1774458277,2026-03-25T17:04:37.000Z,84669121,0x08229804ade1932aa5b8d3043552c2051fc227eab4062b81a6099a210a9afda6,1298,Down,buy,12.000000,3.240000,0.27000000
1774458277,2026-03-25T17:04:37.000Z,84669121,0x4350af6b1c6f8fa246d320b01c8ad9bf53d476b51d6c8fa9792c72af60d9b84d,1494,Down,buy,17.000000,4.250000,0.25000000
1774458277,2026-03-25T17:04:37.000Z,84669121,0x4350af6b1c6f8fa246d320b01c8ad9bf53d476b51d6c8fa9792c72af60d9b84d,1504,Down,buy,3.000000,0.720000,0.24000000
1774458277,2026-03-25T17:04:37.000Z,84669121,0x4350af6b1c6f8fa246d320b01c8ad9bf53d476b51d6c8fa9792c72af60d9b84d,1508,Up,buy,20.000000,15.030000,0.75150000
1774458277,2026-03-25T17:04:37.000Z,84669121,0x653d81785df290498049a63fdd80d3218760b43007707e6171b791f1cb40fb43,2142,Down,buy,6.578945,1.578947,0.24000003
1774458277,2026-03-25T17:04:37.000Z,84669121,0x653d81785df290498049a63fdd80d3218760b43007707e6171b791f1cb40fb43,2146,Up,buy,6.578945,4.999998,0.75999997
1774458277,2026-03-25T17:04:37.000Z,84669121,0x697dde26b904eddb56ccdf4c99fa502b4ba3fc339de6763024f28d48da730c6c,2186,Down,buy,10.420000,2.500800,0.24000000
1774458277,2026-03-25T17:04:37.000Z,84669121,0x697dde26b904eddb56ccdf4c99fa502b4ba3fc339de6763024f28d48da730c6c,2190,Up,buy,10.420000,7.919200,0.76000000
1774458277,2026-03-25T17:04:37.000Z,84669121,0xaaa8ca35ca395fcb77b61f56d2d07f35bc4c5ea4c1d2d143f0992afaa93011f2,2444,Up,buy,9.580000,7.280800,0.76000000
1774458277,2026-03-25T17:04:37.000Z,84669121,0xaaa8ca35ca395fcb77b61f56d2d07f35bc4c5ea4c1d2d143f0992afaa93011f2,2448,Down,buy,9.580000,2.299200,0.24000000
1774458277,2026-03-25T17:04:37.000Z,84669121,0x65ee6f2e1ad1267a3a2e96e63d3dfc0d1b7bbef6f3d054a98fdb8ff67b5db8a5,2491,Up,buy,6.923075,5.123076,0.74000007
1774458277,2026-03-25T17:04:37.000Z,84669121,0x65ee6f2e1ad1267a3a2e96e63d3dfc0d1b7bbef6f3d054a98fdb8ff67b5db8a5,2495,Down,buy,6.923075,1.799999,0.25999993
1774458281,2026-03-25T17:04:41.000Z,84669123,0x47923934594eea4b27d8dc0753f8feae882853a6f541f53cfe918784c1e3ac41,698,Up,buy,12.000000,7.680000,0.64000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0x47923934594eea4b27d8dc0753f8feae882853a6f541f53cfe918784c1e3ac41,708,Up,buy,4.378377,2.758378,0.63000011
1774458281,2026-03-25T17:04:41.000Z,84669123,0x47923934594eea4b27d8dc0753f8feae882853a6f541f53cfe918784c1e3ac41,712,Down,buy,16.378377,5.939999,0.36267324
